Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
91,"RT @NYPDTraining: “I could’ve been on the road to Rikers Island but instead I’m on the road to College”
Listen to 18 year old Gabriel Jarvi…",1514619542978404352,140,2022-04-14 15:00:13+00:00,Twitter Web App,0,69,rt i couldve been on the road to rikers island but instead im on the road to college listen to year old gabriel jarvi,couldve road rikers island instead road college listen year old gabriel jarvi,['Unknown'],Unknown,other,unknown
92,"@TaniaMenai @NYPD104Pct If observed, you can call 911 or your local precinct. To find your local precinct, follow this link: https://t.co/NfA6iEQoe7",1514619029754839043,148,2022-04-14 14:58:11+00:00,Twitter Web App,5,0,if observed you can call or your local precinct to find your local precinct follow this link,observed call local precinct find local precinct follow link,['Unknown'],Unknown,other,unknown
93,"Yesterday morning, officers from the @NYPD104Pct observed multiple individuals driving these scooters recklessly on Metropolitan Ave in Queens and conducted a stop. On top of confiscating the scooters, officers discovered that one was stolen and placed the operator under arrest. https://t.co/6H6sxdOtSM",1514606257356738567,303,2022-04-14 14:07:26+00:00,Twitter Web App,184,28,yesterday morning officers from the observed multiple individuals driving these scooters recklessly on metropolitan ave in queens and conducted a stop on top of confiscating the scooters officers discovered that one was stolen and placed the operator under arrest,yesterday morning officers observed multiple individuals driving scooters recklessly metropolitan ave queens conducted stop top confiscating scooters officers discovered one stolen placed operator arrest,['Queens'],Queens,property_crime,moderate
94,"RT @NYPDPSA3: Another illegal firearm was taken off the streets of Brooklyn from our Special Operations Lieutenant, Neighborhood Coordinati…",1514591967669334021,140,2022-04-14 13:10:39+00:00,Twitter Web App,0,16,rt another illegal firearm was taken off the streets of brooklyn from our special operations lieutenant neighborhood coordinati,another illegal firearm taken streets brooklyn special operations lieutenant neighborhood coordinati,['Brooklyn'],Brooklyn,other,unknown
95,"Here is a closer look at the suspects. Again, if you have any information, please DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/veW0o12hGj",1514574718002765826,153,2022-04-14 12:02:06+00:00,Twitter Web App,22,23,here is a closer look at the suspects again if you have any information please dm or anonymously call tips,closer look suspects information please anonymously call tips,['Unknown'],Unknown,other,unknown
96,"🚨WANTED for ASSAULT: Do you know these guys? On 4/12/22 at approx. 4:20 PM, in front of 471 Gates Ave in Brooklyn, the suspects discharged firearms multiple times striking three males before fleeing southbound on Nostrand Ave. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/hsAX2uwBFa",1514574713636462592,296,2022-04-14 12:02:05+00:00,Twitter Web App,53,48,wanted for assault do you know these guys on at approx pm in front of gates ave in brooklyn the suspects discharged firearms multiple times striking three males before fleeing southbound on nostrand ave any info dm or call tips,wanted assault know guys approx front gates ave brooklyn suspects discharged firearms multiple times striking three males fleeing southbound nostrand ave info call tips,['Brooklyn'],Brooklyn,violent_crime,high
97,"🚨WANTED for a ROBBERY: Have you seen them? On 4/3/22 at 2 PM, inside of 124 W. Fordham Rd, four individuals approached a 16-year-old male &amp; forcibly removed $80 from his wallet at knifepoint. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/d9fgg2M7h2",1514408162593497089,270,2022-04-14 01:00:16+00:00,Hootsuite Inc.,155,134,wanted for a robbery have you seen them on at pm inside of w fordham rd four individuals approached a yearold male amp forcibly removed from his wallet at knifepoint have any info dm or call tips,wanted robbery seen inside fordham four individuals approached yearold male amp forcibly removed wallet knifepoint info call tips,['Bronx'],Bronx,violent_crime,high
98,"After months of rigorous academics, physical training &amp; tactics, 608 officers graduated from the Police Academy &amp; are ready to hit the streets. Behind their uniform are individuals who answered the call to service &amp; are committed to making this city a safer place. https://t.co/1Jin3TiJuJ",1514372877310701572,300,2022-04-13 22:40:04+00:00,Hootsuite Inc.,157,29,after months of rigorous academics physical training amp tactics officers graduated from the police academy amp are ready to hit the streets behind their uniform are individuals who answered the call to service amp are committed to making this city a safer place,months rigorous academics physical training amp tactics officers graduated police academy amp ready hit streets behind uniform individuals answered call service amp committed making city safer place,['Unknown'],Unknown,other,unknown
99,"Thanks to the outpouring of tips by the public &amp; the tireless work of NY's Finest &amp; our law enforcement partners, Frank Robert James was taken into custody. The investigative work continues. If you were on the N train during yesterday's shooting, call @NYPDTips at 800-577-TIPS. https://t.co/KnosU99kxl",1514330424767655941,310,2022-04-13 19:51:22+00:00,Twitter Web App,395,121,thanks to the outpouring of tips by the public amp the tireless work of nys finest amp our law enforcement partners frank robert james was taken into custody the investigative work continues if you were on the n train during yesterdays shooting call at tips,thanks outpouring tips public amp tireless work nys finest amp law enforcement partners frank robert james taken custody investigative work continues train yesterdays shooting call tips,['Unknown'],Unknown,violent_crime,high
100,RT @NYPDPC: Frank Robert James had nowhere else to run or hide — and is now in NYPD custody. The work of our detectives is second to none a…,1514310582073184264,140,2022-04-13 18:32:31+00:00,Twitter for iPhone,0,718,rt frank robert james had nowhere else to run or hide and is now in nypd custody the work of our detectives is second to none a,frank robert james nowhere else run hide nypd custody work detectives second none,['Unknown'],Unknown,other,unknown
101,Watch as @nycmayor and NYPD Executives provide an update on yesterday’s shooting incident in Brooklyn. https://t.co/x1QIRLVuXt,1514309864968781826,126,2022-04-13 18:29:40+00:00,Periscope,252,209,watch as and nypd executives provide an update on yesterdays shooting incident in brooklyn,watch nypd executives provide update yesterdays shooting incident brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
102,#HappeningSoon: A briefing in regard to this yesterday’s shooting in Brooklyn. https://t.co/ebNRKiXlhW,1514299961738944514,102,2022-04-13 17:50:19+00:00,Twitter for iPhone,300,110,happeningsoon a briefing in regard to this yesterdays shooting in brooklyn,happeningsoon briefing regard yesterdays shooting brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
103,Congratulations to the NYPD April class of 2022! https://t.co/pefRiRmPkp,1514275687741407241,72,2022-04-13 16:13:52+00:00,Twitter for iPhone,956,101,congratulations to the nypd april class of,congratulations nypd april class,['Unknown'],Unknown,other,unknown
104,"Frank Robert James is WANTED in connection with firing numerous gunshots inside of a subway car causing serious injuries to 10 victims. There's a reward up to $50,000 for info leading to the arrest &amp; indictment of this person. Any info contact @NYPDTips or call 1-800-577-TIPS. https://t.co/KishVISIW1",1514262080920113160,305,2022-04-13 15:19:48+00:00,Twitter Web App,434,388,frank robert james is wanted in connection with firing numerous gunshots inside of a subway car causing serious injuries to victims theres a reward up to for info leading to the arrest amp indictment of this person any info contact or call tips,frank robert james wanted connection firing numerous gunshots inside subway car causing serious injuries victims theres reward info leading arrest amp indictment person info contact call tips,['Unknown'],Unknown,violent_crime,high
105,Join us for the graduation ceremony of NYC’s newest protectors. https://t.co/1wri2D63cE,1514257241892745222,87,2022-04-13 15:00:34+00:00,Periscope,179,53,join us for the graduation ceremony of nycs newest protectors,join graduation ceremony nycs newest protectors,['Unknown'],Unknown,other,unknown
106,"Lots of family and friends are excited for the NYPD graduation that will happen at 11am here at @TheGarden. Can’t make it? Don’t worry, we’ll be streaming the ceremony live. https://t.co/g5ghIJKpX1",1514256699753967623,197,2022-04-13 14:58:25+00:00,Twitter for iPhone,61,8,lots of family and friends are excited for the nypd graduation that will happen at am here at cant make it dont worry well be streaming the ceremony live,lots family friends excited nypd graduation happen cant make dont worry well streaming ceremony live,['Unknown'],Unknown,other,unknown
107,"RT @NYPDPC: A morning subway ride on the “A” line with @NYPDFIRSTDEP Edward Caban, and @NYPDChiefOfDept Ken Corey heading to our recruit gr…",1514252687566647299,140,2022-04-13 14:42:28+00:00,Twitter Web App,0,103,rt a morning subway ride on the a line with edward caban and ken corey heading to our recruit gr,morning subway ride line edward caban ken corey heading recruit,['Unknown'],Unknown,other,unknown
108,"On 4/12/22 at 8:30 AM, Frank Robert James fired numerous gun shots inside an ""N"" line subway car at 36th St &amp; 4th Ave subway station causing serious injuries to 10 people. Anyone with info about the incident or his whereabouts should contact @NYPDTips or call 1-800-577-TIPS. https://t.co/MaeF16i4bX",1514229672518762499,303,2022-04-13 13:11:01+00:00,Twitter Web App,1614,1605,on at am frank robert james fired numerous gun shots inside an n line subway car at th st amp th ave subway station causing serious injuries to people anyone with info about the incident or his whereabouts should contact or call tips,frank robert james fired numerous gun shots inside line subway car amp ave subway station causing serious injuries people anyone info incident whereabouts contact call tips,['Unknown'],Unknown,violent_crime,high
109,"🚨WANTED for an ASSAULT: Recognize them? On 3/11/22 at 11:38 PM, four males exchanged gun fire in front of 727 E. 213 St in the Bronx. A 31-year-old man suffered a gunshot wound to his right thigh during the shooting. Have any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/peEINkzxol",1514214699482636291,303,2022-04-13 12:11:31+00:00,Twitter Web App,54,41,wanted for an assault recognize them on at pm four males exchanged gun fire in front of e st in the bronx a yearold man suffered a gunshot wound to his right thigh during the shooting have any info dm or anonymously call tips,wanted assault recognize four males exchanged gun fire front bronx yearold man suffered gunshot wound right thigh shooting info anonymously call tips,['Bronx'],Bronx,violent_crime,high
110,RT @NYPDDetectives: https://t.co/mUZh2cxSVj,1514056180460658689,43,2022-04-13 01:41:37+00:00,Twitter for iPhone,0,211,rt,,['Unknown'],Unknown,other,unknown
111,This is Frank James who is a person of interest in this investigation. Any information can be directed to @NYPDTips at 800-577-TIPS. https://t.co/yBpenmsX67,1514029359769792517,156,2022-04-12 23:55:03+00:00,Twitter for iPhone,4167,3285,this is frank james who is a person of interest in this investigation any information can be directed to at tips,frank james person interest investigation information directed tips,['Unknown'],Unknown,other,unknown
112,NYPD executives join City and State Officials to discuss the earlier shooting incident in Brooklyn. https://t.co/4l10kjm5OK,1514016329027620867,123,2022-04-12 23:03:16+00:00,Periscope,204,202,nypd executives join city and state officials to discuss the earlier shooting incident in brooklyn,nypd executives join city state officials discuss earlier shooting incident brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
113,#HappeningSoon: A briefing in regard to this morning's shooting in Brooklyn. https://t.co/2O4pCEmuHw,1514004800899358733,100,2022-04-12 22:17:28+00:00,Twitter for iPhone,251,89,happeningsoon a briefing in regard to this mornings shooting in brooklyn,happeningsoon briefing regard mornings shooting brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
114,"The NYC Unified Victim Identification System (UVIS) has been activated in response to the NYPD activity near 36th St &amp; 4th Ave in Brooklyn.

If you are concerned about someone who may have been affected &amp; can't contact them, please call 311. From outside NYC, call 212-639-9675. https://t.co/Fr8Rv3NjJY",1513968534593884160,310,2022-04-12 19:53:21+00:00,Twitter Web App,180,134,the nyc unified victim identification system uvis has been activated in response to the nypd activity near th st amp th ave in brooklyn if you are concerned about someone who may have been affected amp cant contact them please call from outside nyc call,nyc unified victim identification system uvis activated response nypd activity near amp ave brooklyn concerned someone may affected amp cant contact please call outside nyc call,['Brooklyn'],Brooklyn,other,unknown
115,RT @NYPDPC: We need the public’s help apprehending the individual responsible for shooting multiple people today on the subway in #Brooklyn…,1513960412018053130,140,2022-04-12 19:21:04+00:00,Twitter for iPhone,0,1005,rt we need the publics help apprehending the individual responsible for shooting multiple people today on the subway in brooklyn,need publics help apprehending individual responsible shooting multiple people today subway brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
116,"@NoahShachtman This statement is factually inaccurate. Speculation, especially in the middle of a crisis, is not helpful to our investigation, the victims, or the people of NYC. The victims on the train relied on the subway moving to the next stop to get to safety, and seek help.",1513940200447172608,280,2022-04-12 18:00:46+00:00,Twitter for iPhone,97,19,this statement is factually inaccurate speculation especially in the middle of a crisis is not helpful to our investigation the victims or the people of nyc the victims on the train relied on the subway moving to the next stop to get to safety and seek help,statement factually inaccurate speculation especially middle crisis helpful investigation victims people nyc victims train relied subway moving next stop get safety seek help,['Unknown'],Unknown,other,unknown
117,Watch as NYPD Executives and City and State Officials provide an update on the shooting incident in Brooklyn. https://t.co/xGGlDJ6UQI,1513912314151329796,133,2022-04-12 16:09:57+00:00,Periscope,387,405,watch as nypd executives and city and state officials provide an update on the shooting incident in brooklyn,watch nypd executives city state officials provide update shooting incident brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
118,"HAPPENING SOON: NYPD executives, along with city and state officials will provide an update on a shooting in Brooklyn. https://t.co/b57oHd8UaE",1513910091199787012,142,2022-04-12 16:01:07+00:00,Twitter for iPhone,484,197,happening soon nypd executives along with city and state officials will provide an update on a shooting in brooklyn,happening soon nypd executives along city state officials provide update shooting brooklyn,['Brooklyn'],Brooklyn,violent_crime,high
119,"In regard to the multiple people shot at the 36th Street subway station in Brooklyn, there are NO active explosive devices at this time. Any witnesses are asked to call @NYPDTips at #800577TIPS. Please stay clear of the area. More provided information when available. https://t.co/8UoiCAXemB",1513877947765202957,291,2022-04-12 13:53:23+00:00,Twitter for iPhone,2101,1756,in regard to the multiple people shot at the th street subway station in brooklyn there are no active explosive devices at this time any witnesses are asked to call at tips please stay clear of the area more provided information when available,regard multiple people shot street subway station brooklyn active explosive devices time witnesses asked call tips please stay clear area provided information available,['Brooklyn'],Brooklyn,violent_crime,high
120,"ADVISORY: Due to an investigation, avoid the area of 36th Street and 4th Avenue area in Brooklyn. Expect emergency vehicles and delays in the surrounding area. https://t.co/xPIAHbtSA7",1513862828242972672,183,2022-04-12 12:53:19+00:00,Twitter Web App,907,658,advisory due to an investigation avoid the area of th street and th avenue area in brooklyn expect emergency vehicles and delays in the surrounding area,advisory due investigation avoid area street avenue area brooklyn expect emergency vehicles delays surrounding area,['Brooklyn'],Brooklyn,traffic_incident,low
121,"🚨WANTED for HOMICIDE: Have you seen Carlos Melendez? On 1/10/21 at approx 3:40 PM, in front of 175 Alexander Ave in the Bronx, the suspect shot an 18-year-old male in the head and neck, causing his death. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/L651tYfCXv",1513849449205964807,286,2022-04-12 12:00:09+00:00,Hootsuite Inc.,108,108,wanted for homicide have you seen carlos melendez on at approx pm in front of alexander ave in the bronx the suspect shot an yearold male in the head and neck causing his death any info dm or anonymously call tips,wanted homicide seen carlos melendez approx front alexander ave bronx suspect shot yearold male head neck causing death info anonymously call tips,['Bronx'],Bronx,violent_crime,high
122,"🚨WANTED for a BURGLARY: On 3/26/22 at 4 PM, inside of 64-35 102 St (PS 175) in Queens, the suspects spray painted various graffiti &amp; anti-black slurs throughout the classrooms. They then removed cash &amp; a gift card before fleeing. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/2ugPq4pN4l",1513683344114032644,307,2022-04-12 01:00:06+00:00,Hootsuite Inc.,84,59,wanted for a burglary on at pm inside of st ps in queens the suspects spray painted various graffiti amp antiblack slurs throughout the classrooms they then removed cash amp a gift card before fleeing any info dm or call tips,wanted burglary inside queens suspects spray painted various graffiti amp antiblack slurs throughout classrooms removed cash amp gift card fleeing info call tips,['Queens'],Queens,property_crime,moderate
123,"2022 marks a new era of policing. Across this city, thousands of our officers are doing their part to keep this city safe. Through precision policing &amp; community engagement, we are suppressing violent crime &amp; taking guns off our streets. This is your NYPD - we are here for you. https://t.co/NLwImvSs69",1513638436502228999,310,2022-04-11 22:01:39+00:00,Twitter Media Studio,184,34,marks a new era of policing across this city thousands of our officers are doing their part to keep this city safe through precision policing amp community engagement we are suppressing violent crime amp taking guns off our streets this is your nypd we are here for you,marks new era policing across city thousands officers part keep city safe precision policing amp community engagement suppressing violent crime amp taking guns streets nypd,['Unknown'],Unknown,violent_crime,high
124,Public Safety Officers from the @NYPD62Pct recently conducted a car stop &amp; arrested a person with this defaced gun. The same man was still on probation for his last gun arrest &amp; has an extensive criminal record. Our officers remain vigilant &amp; committed to keeping our city safe. https://t.co/Lu5lpX1M4p,1513625061965668354,314,2022-04-11 21:08:31+00:00,Twitter Web App,103,18,public safety officers from the recently conducted a car stop amp arrested a person with this defaced gun the same man was still on probation for his last gun arrest amp has an extensive criminal record our officers remain vigilant amp committed to keeping our city safe,public safety officers recently conducted car stop amp arrested person defaced gun man still probation last gun arrest amp extensive criminal record officers remain vigilant amp committed keeping city safe,['Unknown'],Unknown,violent_crime,high
125,"RT @NYPDDCPI: 131 ghost guns recovered in 2022 ⬆️351%

The ‘Iron Pipeline’ is being replaced by the plastic pipeline with guns assembled in…",1513590626499141647,140,2022-04-11 18:51:41+00:00,Twitter Web App,0,36,rt ghost guns recovered in the iron pipeline is being replaced by the plastic pipeline with guns assembled in,ghost guns recovered iron pipeline replaced plastic pipeline guns assembled,['Unknown'],Unknown,violent_crime,high
126,"RT @NYPD113Pct: Yesterday, your third platoon sector ‘D’, Officers Robert &amp; Langenfeld responded to a domestic dispute and removed this loa…",1513584488856567812,144,2022-04-11 18:27:17+00:00,Twitter Web App,0,11,rt yesterday your third platoon sector d officers robert amp langenfeld responded to a domestic dispute and removed this loa,yesterday third platoon sector officers robert amp langenfeld responded domestic dispute removed loa,['Unknown'],Unknown,other,unknown
127,This is the machete that was recovered on scene. https://t.co/wLue8DXLsM,1513567941119422473,72,2022-04-11 17:21:32+00:00,Twitter for iPhone,23,6,this is the machete that was recovered on scene,machete recovered scene,['Unknown'],Unknown,other,unknown
128,Watch as Chief of Department Kenneth Corey and Chief of Patrol Kathleen O'Reilly provide an update on a police involved shooting. https://t.co/CUHlYX6ImJ,1513566156753281030,153,2022-04-11 17:14:27+00:00,Periscope,50,19,watch as chief of department kenneth corey and chief of patrol kathleen oreilly provide an update on a police involved shooting,watch chief department kenneth corey chief patrol kathleen oreilly provide update police involved shooting,['Unknown'],Unknown,violent_crime,high
129,"ADVISORY: Due to a police investigation, please avoid the area of 33rd Street and Broadway in Queens. Expect traffic and emergency vehicles in the area. https://t.co/YC9m5kHF7A",1513526529250279426,176,2022-04-11 14:36:59+00:00,Twitter Web App,31,12,advisory due to a police investigation please avoid the area of rd street and broadway in queens expect traffic and emergency vehicles in the area,advisory due police investigation please avoid area street broadway queens expect traffic emergency vehicles area,['Queens'],Queens,traffic_incident,low
130,"RT @NYPD67Pct: After conducting a car stop, your Patrol Officers in Steady Sector C arrested an individual who was in illegal possession of…",1513517445654642693,140,2022-04-11 14:00:53+00:00,Twitter Web App,0,12,rt after conducting a car stop your patrol officers in steady sector c arrested an individual who was in illegal possession of,conducting car stop patrol officers steady sector arrested individual illegal possession,['Unknown'],Unknown,other,unknown
131,"🚨WANTED for ROBBERY: Do you know this guy? On 2/24/22 at approx 4:30 PM, in the vicinity of Broadway and Lafayette Ave in Brooklyn, the suspect approached a 34-year-old male, struck him in the head and removed his property. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/ixdsaNHTRo",1513502204971388932,293,2022-04-11 13:00:19+00:00,Hootsuite Inc.,54,33,wanted for robbery do you know this guy on at approx pm in the vicinity of broadway and lafayette ave in brooklyn the suspect approached a yearold male struck him in the head and removed his property any info dm or call tips,wanted robbery know guy approx vicinity broadway lafayette ave brooklyn suspect approached yearold male struck head removed property info call tips,['Brooklyn'],Brooklyn,violent_crime,high
132,"#GoodMorning NYC!

Your NYPD officers are always standing at the ready, 24/7 to protect and serve all New Yorkers. https://t.co/Q3JCErtEP3",1513487195830693891,138,2022-04-11 12:00:41+00:00,Hootsuite Inc.,260,28,goodmorning nyc your nypd officers are always standing at the ready to protect and serve all new yorkers,goodmorning nyc nypd officers always standing ready protect serve new yorkers,['Unknown'],Unknown,other,unknown
133,"🚨WANTED for ROBBERY: Do you know this guy? On 4/5/22 at approx 6:49 AM, at the 42 St Port Authority Bus Terminal in Manhattan, the suspect approached a 67-year-old female, punched her in the head, then took her purse. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/Pn2F0UJPLx",1513275674890493963,299,2022-04-10 22:00:10+00:00,Hootsuite Inc.,60,69,wanted for robbery do you know this guy on at approx am at the st port authority bus terminal in manhattan the suspect approached a yearold female punched her in the head then took her purse any info dm or anonymously call tips,wanted robbery know guy approx port authority bus terminal manhattan suspect approached yearold female punched head took purse info anonymously call tips,['Manhattan'],Manhattan,violent_crime,high
134,"RT @NYPD33Pct: After an investigation from our
officers, a known criminal with a
laundry list of priors was taken off
the streets—Again.

H…",1513245806169661445,140,2022-04-10 20:01:29+00:00,Twitter Web App,0,25,rt after an investigation from our officers a known criminal with a laundry list of priors was taken off the streetsagain h,investigation officers known criminal laundry list priors taken streetsagain,['Unknown'],Unknown,other,unknown
135,"RT @NYPDTraining: As training for our #NYPD recruits comes to an end after months of study, they had a chance to show off the Police Academ…",1513204075516645381,140,2022-04-10 17:15:40+00:00,Twitter Web App,0,17,rt as training for our nypd recruits comes to an end after months of study they had a chance to show off the police academ,training nypd recruits comes end months study chance show police academ,['Unknown'],Unknown,other,unknown
136,UPDATE: All westbound lanes of the Belt Parkway have now been reopened. Expect residual delays in the area. https://t.co/l0msO6JHxv https://t.co/feKjjBeSxx,1513172650331451394,155,2022-04-10 15:10:47+00:00,Twitter Web App,15,4,update all westbound lanes of the belt parkway have now been reopened expect residual delays in the area,update westbound lanes belt parkway reopened expect residual delays area,['Unknown'],Unknown,other,unknown
137,"🚨WANTED for ROBBERY: On April 4th, at 3:22 pm, four individuals robbed and pistol-whipped a man in his apartment in the vicinity of Bolton Street and Lydig Avenue in the Bronx. The suspects left with $3,500 worth of CBD products. Have info? Contact @NYPDTips at 800-577-TIPS. https://t.co/RxhJbwgVCa",1513169993168572425,299,2022-04-10 15:00:14+00:00,Hootsuite Inc.,81,67,wanted for robbery on april th at pm four individuals robbed and pistolwhipped a man in his apartment in the vicinity of bolton street and lydig avenue in the bronx the suspects left with worth of cbd products have info contact at tips,wanted robbery april four individuals robbed pistolwhipped man apartment vicinity bolton street lydig avenue bronx suspects left worth cbd products info contact tips,['Bronx'],Bronx,violent_crime,high
138,"ADVISROY: Due to a police investigation, all westbound lanes of the Belt Parkway at Cropsey Avenue in Brooklyn are closed. Expect traffic and delays in the area. Please use an alternate route. https://t.co/nDxVgEXfqI",1513118682628644868,216,2022-04-10 11:36:20+00:00,Twitter Web App,43,12,advisroy due to a police investigation all westbound lanes of the belt parkway at cropsey avenue in brooklyn are closed expect traffic and delays in the area please use an alternate route,advisroy due police investigation westbound lanes belt parkway cropsey avenue brooklyn closed expect traffic delays area please use alternate route,['Brooklyn'],Brooklyn,traffic_incident,low
139,"🚨WANTED for BANK ROBBERY: Do you know this individual? Between 04/01 and 04/08, the individual entered multiple Chase Bank locations in Queens and displayed notes demanding cash. They then fled on foot to an unknown location. Any info call or DM @NYPDTips at 800-577-TIPS. https://t.co/Wl4Qf7gjA6",1512928358316879873,296,2022-04-09 23:00:04+00:00,Hootsuite Inc.,41,41,wanted for bank robbery do you know this individual between and the individual entered multiple chase bank locations in queens and displayed notes demanding cash they then fled on foot to an unknown location any info call or dm at tips,wanted bank robbery know individual individual entered multiple chase bank locations queens displayed notes demanding cash fled foot unknown location info call tips,['Queens'],Queens,violent_crime,high
140,RT @NYPDTransit: It’s @Yankees opening day weekend and our canine team is ready to work. Should a baseball come sailing over the stadium wa…,1512907671904690191,140,2022-04-09 21:37:52+00:00,Twitter for iPhone,0,40,rt its opening day weekend and our canine team is ready to work should a baseball come sailing over the stadium wa,opening day weekend canine team ready work baseball come sailing stadium,['Unknown'],Unknown,other,unknown
141,"RT @NYPDPC: Eight years ago, a hero NYPD officer didn’t hesitate to run into a burning building. Detective Dennis Guerra selflessly laid do…",1512848690532261894,140,2022-04-09 17:43:29+00:00,Twitter for iPhone,0,53,rt eight years ago a hero nypd officer didnt hesitate to run into a burning building detective dennis guerra selflessly laid do,eight years ago hero nypd officer didnt hesitate run burning building detective dennis guerra selflessly laid,['Unknown'],Unknown,other,unknown
142,https://t.co/mABXM4VwBI,1512834191334862852,23,2022-04-09 16:45:52+00:00,Periscope,108,70,,,['Unknown'],Unknown,other,unknown
143,Watch live at 12:30 as @NYPDPC and other NYPD executives announce a development on yesterday's shooting in the @NYPDPBBronx https://t.co/TdO4hStZ4Q,1512825195215699969,147,2022-04-09 16:10:08+00:00,Twitter for Android,51,12,watch live at as and other nypd executives announce a development on yesterdays shooting in the,watch live nypd executives announce development yesterdays shooting,['Bronx'],Bronx,violent_crime,high
144,"Every day we collaborate with our local, state, and federal partners to address gun violence and all crime conditions affecting New Yorkers with an intelligence-based approach and precision policing. https://t.co/xM8zUBkkxS",1512807612982743047,223,2022-04-09 15:00:16+00:00,Hootsuite Inc.,43,13,every day we collaborate with our local state and federal partners to address gun violence and all crime conditions affecting new yorkers with an intelligencebased approach and precision policing,every day collaborate local state federal partners address gun violence crime conditions affecting new yorkers intelligencebased approach precision policing,['Unknown'],Unknown,violent_crime,high
145,Happy Saturday New York! https://t.co/wAMOQyDUPi,1512777455739805704,48,2022-04-09 13:00:26+00:00,Hootsuite Inc.,151,25,happy saturday new york,happy saturday new york,['Unknown'],Unknown,other,unknown
146,"By utilizing public transportation, you will be able to travel throughout New York City without delay.

Avoid this weekends traffic and get to your destination on time by checking our weekend traffic advisory here:
⬇️⬇️⬇️ 

https://t.co/Q6rtshYl7l https://t.co/ut3kncUAMX",1512582321857257473,271,2022-04-09 00:05:02+00:00,Hootsuite Inc.,33,4,by utilizing public transportation you will be able to travel throughout new york city without delay avoid this weekends traffic and get to your destination on time by checking our weekend traffic advisory here,utilizing public transportation able travel throughout new york city without delay avoid weekends traffic get destination time checking weekend traffic advisory,['Unknown'],Unknown,traffic_incident,low
147,Watch live as @NYPDPC and NYPD executives provide an update on a shooting in the Bronx https://t.co/N8x6P02oYk,1512522293401948160,110,2022-04-08 20:06:30+00:00,Periscope,85,83,watch live as and nypd executives provide an update on a shooting in the bronx,watch live nypd executives provide update shooting bronx,['Bronx'],Bronx,violent_crime,high
148,Watch live as @NYPDPC and NYPD executives provide an update on an investigation in the Bronx https://t.co/tWtO0wCfB2,1512498437576486913,116,2022-04-08 18:31:43+00:00,Periscope,43,26,watch live as and nypd executives provide an update on an investigation in the bronx,watch live nypd executives provide update investigation bronx,['Bronx'],Bronx,other,unknown
149,Momentarily the @NYPDPC and other NYPD executives will be providing an update on a recent homicide investigation in the @NYPDPBBronx https://t.co/lCIqWFH5be,1512491470065917965,156,2022-04-08 18:04:01+00:00,Twitter for Android,34,11,momentarily the and other nypd executives will be providing an update on a recent homicide investigation in the,momentarily nypd executives providing update recent homicide investigation,['Bronx'],Bronx,violent_crime,high
150,"27 dogs were rescued yesterday after being found in inhumane conditions in Brooklyn by their owner. In collaboration with the @NYPD79Pct Neighborhood Coordination Officers, the @ASPCA, &amp; Veterinary Forensic Technicians, the animals were seized &amp; are receiving the care they need. https://t.co/XrYMH8xp7M",1512460685170683921,311,2022-04-08 16:01:42+00:00,Hootsuite Inc.,266,57,dogs were rescued yesterday after being found in inhumane conditions in brooklyn by their owner in collaboration with the neighborhood coordination officers the amp veterinary forensic technicians the animals were seized amp are receiving the care they need,dogs rescued yesterday found inhumane conditions brooklyn owner collaboration neighborhood coordination officers amp veterinary forensic technicians animals seized amp receiving care need,['Brooklyn'],Brooklyn,other,unknown
151,"After several months of training, kids from the @NYPDQueensNorth Community Youth Tae Kwon Do program got their promotion to Yellow Belt! On top of the training they received, officers were able to mentor &amp; positively engage with the youth while teaching them life skills. https://t.co/oZwrruRnyY",1512460683635527684,299,2022-04-08 16:01:41+00:00,Hootsuite Inc.,63,9,after several months of training kids from the community youth tae kwon do program got their promotion to yellow belt on top of the training they received officers were able to mentor amp positively engage with the youth while teaching them life skills,several months training kids community youth tae kwon program got promotion yellow belt top training received officers able mentor amp positively engage youth teaching life skills,['Queens'],Queens,other,unknown
